dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
25Q241,Queens High School for Language Studies,Q,"35-01 Union Street, Flushing NY 11354(40.764892, -73.826811)",718-888-7530,718-888-7526,info@qhsls.org,qhsls.org,7 to Flushing-Main St,"Q12, Q13, Q15, Q15A, Q16, Q17, Q19, Q20A, Q20B, Q25, Q26, Q27, Q28, Q34, Q44-SBS, Q48, Q50, Q65, Q66, QM2, QM20, QM3",399,8am,3:29pm,35-01 Union Street,Flushing,11354,NY,QUEENS   ,40.764892,-73.826811,7,20,1161,4113172,4050020001,Flushing                                                                   
14K474,PROGRESS High School for Professional Careers,K,"850 Grand Street, Brooklyn NY 11211(40.711134, -73.938921)",718-387-0228,718-782-0911,ecruz19@schools.nyc.gov,schools.nyc.gov/SchoolPortals/14/K474,L to Grand St,"B24, B43, B48, B60, Q54, Q59",886,8am,2:50pm,850 Grand Street,Brooklyn,11211,NY,BROOKLYN ,40.711134,-73.938921,1,34,485,3325733,3030160001,Bushwick South                                                             
21K410,Abraham Lincoln High School,K,"2800 Ocean Parkway, Brooklyn NY 11235(40.582627, -73.968733)",718-333-7400,718-946-5035,admissions@alhs.nyc,http://www.alhs.nyc/,B to Brighton Beach; F to Neptune Ave-Van Siclen; Q to Ocean Parkway,"B1, B36, B4, B68",2049,7:45am,3:27pm,2800 Ocean Parkway,Brooklyn,11235,NY,BROOKLYN ,40.582627,-73.968733,13,47,354,3196293,3072540001,West Brighton                                                              
02M392,Manhattan Business Academy,M,"351 West 18th Street, Manhattan NY 10011(40.743407, -74.00254)",212-647-1983,212-647-1989,kpolson@manhattanbusinessacademy.org,manhattanbusinessacademy.org,"1 to 18th St; 2, 3, F, M to 14th St; A, C, E, L to 14th St-8th Ave","M11, M12, M14A, M14D, M20, M23, M5, M7, X27, X28",432,8:45am,3:15pm (Wednesdays at 1:05pm),351 West 18th Street,Manhattan,10011,NY,MANHATTAN,40.7434,-74.00254,4,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 
06M540,A. Philip Randolph Campus High School,M,"443 West 135th Street, Manhattan NY 10031(40.8185, -73.949929)",212-690-6800,212-690-6805,dfannin@schools.nyc.gov,aprandolph.com,"1 to 137th St - City College; A, D to 125th St; B, C to 135th St","Bx15, Bx19, Bx33, M10, M100, M101, M104, M11, M2, M3, M4, M5",1447,8am,2:20pm,443 West 135th Street,Manhattan,10031,NY,MANHATTAN,1 40.8185,-73.949929,9,9,21703,1059409,1019570078,Manhattanville                                                             
05M499,Frederick Douglass Academy,M,"2581 7th Avenue, Manhattan NY 10039(40.823988, -73.935746)",212-491-4107,212-491-4414,JGates@schools.nyc.gov,fda1.org,"3 to Harlem - 148 St; A, B, C, D to 145th St","Bx13, Bx19, Bx6, M1, M10, M102, M2, M3, M7",1433,8:55am,3:15pm,2581 7th Avenue,Manhattan,10039,NY,MANHATTAN,40.823988,-73.935746,10,9,236,1060198,1020160100,Central Harlem North-Polo Grounds                                          
12X267,Bronx Latin,X,"800 Home Street, Bronx NY 10456(40.826933, -73.900593)",718-991-6349,718-991-6627,anelson@bronxlatin.com,bronxlatin.com,"2, 5 to Intervale Ave","Bx11, Bx15, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx4A, Bx5, Bx6",561,8:15am,2:35pm,800 Home Street,Bronx,10456,NY,BRONX    ,40.826933,-73.900593,3,16,131,2004868,2026710011,Longwood                                                                   
31R440,New Dorp High School,R,"465 New Dorp Lane, Staten Island NY 10306(40.570909, -74.105878)",718-667-8686,718-987-4889,cgannon@schools.nyc.gov,www.newdorphs.org,N/A,"S57, S74, S76, S78, S79-SBS, S86, X1, X2, X3, X4, X5, X7, X8, X9",2974,8:05am,2:20pm,465 New Dorp Lane,Staten Island,10306,NY,STATEN IS,40.570909,-74.105878,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     
31R080,The Michael J. Petrides School,R,"715 Ocean Terrace, Staten Island NY 10301(40.607637, -74.105883)",718-815-0186,718-815-9638,ATabbit@schools.nyc.gov,www.petridesschool.com,N/A,"S53, S61, S62, S66, S78, S93, X14",1340,8am,2:20pm,715 Ocean Terrace,Staten Island,10301,NY,STATEN IS,40.607637,-74.105883,2,50,177,5113169,5006830001,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
06M346,Community Health Academy of the Heights,M,"504 West 158th Street, Manhattan NY 10032(40.833695, -73.942074)",212-342-6600,212-342-6605,mhouse@schools.nyc.gov,mychah.org,"1 to 157th St; B, C, D to 155th St","Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5",663,8:15am,3pm,504 West 158th Street,Manhattan,10032,NY,MANHATTAN,40.833695,-73.942074,12,7,241,1089242,1021160031,Washington Heights South                                                   
28Q686,Queens Metropolitan High School,Q,"91-30 Metropolitan Avenue, Forest Hills NY 11375(40.708431, -73.855543)",718-286-3600,718-286-3601,Kramazan@queensmetro.org,queensmetro.com,N/A,"BM5, Q11, Q21, Q23, Q52, Q53, Q54, Q55, QM12, QM15, QM42",1067,8:00am,2:20pm,91-30 Metropolitan Avenue,Forest Hills,11375,NY,QUEENS   ,40.708431,-73.855543,6,29,645,4447233,4038860800,Forest Hills                                                               
20K485,High School of Telecommunication Arts and Technology,K,"350 67th Street, Brooklyn NY 11220(40.636721, -74.023419)",718-759-3400,718-759-3490,xshepard@schools.nyc.gov,hstat.org,N to 59th St; R to Bay Ridge Ave,"B37, B4, B63, B64, B9, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X31, X37, X38, X4, X42, X5, X7, X8, X9",1263,8am,3pm,350 67th Street,Brooklyn,11220,NY,BROOKLYN ,40.636721,-74.023419,10,43,70,3144482,3058500030,Bay Ridge                                                                  
22K425,James Madison High School,K,"3787 Bedford Avenue, Brooklyn NY 11229(40.610499, -73.947661)",718-758-7200,718-758-7341,22K425@schools.nyc.gov,MadisonHS.org,N/A,"B100, B2, B31, B41, B44, B44-SBS, B49, B7, B82, BM3, BM4",3418,7:20am,2:48pm,3787 Bedford Avenue,Brooklyn,11229,NY,BROOKLYN ,40.610499,-73.947661,15,48,642,3182721,3067880001,Madison                                                                    
19K618,Academy of Innovative Technology,K,"999 Jamaica Avenue, Brooklyn NY 11208(40.693002, -73.869305)",718-827-2469,718-827-4013,info@aoiths.org,aoiths.org,"J, Z to 75th St-Elderts Lane","B13, Q56",408,8:17am,3:07pm,999 Jamaica Avenue,Brooklyn,11208,NY,BROOKLYN ,40.693002,-73.869305,5,37,1180,3090738,3040940001,park-cemetery-etc-Brooklyn                                                 
02M630,Art and Design High School,M,"231-249 East 56th Street, Manhattan NY 10019(40.759248, -73.967204)",212-752-4340,212-752-4945,jbrinegar@schools.nyc.gov,artanddesignhs.org,"4, 5, 6, N, Q, R to Lexington Ave-59 St; 6, E, M to Lexington Ave-53 St; F to Lexington Ave-63 St","BM1, BM2, BM3, BM4, BM5, BxM1, BxM10, BxM11, BxM18, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M50, M57, Q101, Q32, Q60, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM21, QM24, QM3, QM31, QM32, QM34, QM35, QM36, QM4, QM40, QM42, QM44, QM5, QM6, X10, X10B, X12, X14, X17, X17J, X2, X22, X22A, X27, X28, X30, X31, X37, X38, X42, X5, X63, X64, X68",1447,8:20am,2:40pm,231-249 East 56th Street,Manhattan,10019,NY,MANHATTAN,40.759248,-73.967204,6,4,108,1088892,1013300013,Turtle Bay-East Midtown                                                    
02M459,Manhattan International High School,M,"317 East 67th Street, Manhattan NY 10065(40.765638, -73.959777)",212-517-6728,212-517-7147,GRodriguez2@schools.nyc.gov,mihsnyc.org,"4, 5, N, Q, R to Lexington Ave-59 St; 6 to 68th St - Hunter College; F to Lexington Ave-63 St","BxM1, BxM10, BxM11, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M57, M66, M72, M98, Q101, Q32, Q60, QM2, QM20, QM3",331,8:45am,3:05pm,317 East 67th Street,Manhattan,10065,NY,MANHATTAN,40.765638,-73.959777,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island                                                
19K583,Multicultural High School,K,"999 Jamaica Avenue, Brooklyn NY 11208(40.693002, -73.869305)",718-827-2796,718-827-3970,CFranco7@schools.nyc.gov,schools.nyc.gov/SchoolPortals/19/K583,"J, Z to 75th St-Elderts Lane","B13, Q56",202,8:20am,3pm,999 Jamaica Avenue,Brooklyn,11208,NY,BROOKLYN ,40.693002,-73.869305,5,37,1180,3090738,3040940001,park-cemetery-etc-Brooklyn                                                 
11X455,Harry S Truman High School,X,"750 Baychester Avenue, Bronx NY 10475(40.874035, -73.831669)",718-904-5400,718-904-5502,KAlfano@schools.nyc.gov,bxtrumanhighschool.com,5 to Baychester Ave,"Bx12, Bx12-SBS, Bx23, Bx26, Bx28, Bx29, Bx30, Bx38, Bx5, BxM7, Q50",2023,8am,2:20pm,750 Baychester Avenue,Bronx,10475,NY,BRONX    ,40.874035,-73.831669,10,12,46201,2116159,2051410150,Co-op City                                                                 
14K561,Williamsburg Preparatory School,K,"257 North 6th Street, Brooklyn NY 11211(40.715561, -73.954815)",718-302-2306,718-302-3726,kwitkowski@williamsburgprep.org,williamsburgprep.com,"G to Metropolitan Ave-Lorimer St; J, M, Z to Marcy Ave; L to Bedford Ave","B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",686,9am,3:30pm,257 North 6th Street,Brooklyn,11211,NY,BROOKLYN ,40.715561,-73.954815,1,33,519,3062135,3023300011,North Side-South Side                                                      
02M420,High School for Health Professions and Human Services,M,"345 East 15th Street, Manhattan NY 10003(40.732665, -73.98259)",212-780-9175,212-979-7261,RGentil@schools.nyc.gov,hphsnyc.org,"4, 5, 6, N, Q, R to 14th St-Union Square; L to 1st Ave","BM1, BM2, BM3, BM4, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M8, M9, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",1792,9am,3:45pm,345 East 15th Street,Manhattan,10003,NY,MANHATTAN,40.73266,-73.98259,6,2,48,1020419,1009220008,Gramercy                                                                   
30Q555,Newcomers High School,Q,"28-01 41st Avenue, Long Island City NY 11101(40.751838, -73.936592)",718-937-6005,718-937-6316,30Q555@schools.nyc.gov,newcomershs.schoolwires.net,"7, N, Q to Queensboro Plaza; E, M, R to Queens Plaza; F to 21st St-Queensbridge; G to Court Sq-23rd St","B62, Q100, Q101, Q102, Q103, Q32, Q39, Q60, Q66, Q67, Q69, X63, X64, X68",934,8am,3pm,28-01 41st Avenue,Long Island City,11101,NY,QUEENS   ,40.751838,-73.936592,1,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City                                   
21K525,Edward R. Murrow High School,K,"1600 Avenue L, Brooklyn NY 11230(40.619671, -73.959141)",718-258-9283,718-252-2611,RDeInnocentiis@schools.nyc.gov,ermurrowhs.org,"B, Q to Ave M","B11, B49, B6, B68, B9, BM1, BM3, BM4",3894,8:05am,2:45pm,1600 Avenue L,Brooklyn,11230,NY,BROOKLYN ,40.619671,-73.959141,14,44,768,3180673,3067340109,Midwood                                                                    
02M260,"Clinton School Writers & Artists, M.S. 260",M,"10 East 15th Street, Manhattan NY 10003(40.736526, -73.992727)",212-524-4360,212-524-4365,admissions@theclintonschool.net,theclintonschool.net,"1, 2, 3, F, M to 14th St-6th Ave; 4, 5, 6, L, N, Q, R, W to 14th St-Union Square; A, B, C, D, E to West 4th St","BM1, BM2, BM3, BM4, BxM10, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M20, M23, M3, M5, M7, M8, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",489,9:05am,3:24pm,10 East 15th Street,Manhattan,10003,NY,MANHATTAN,40.736526,-73.992727,5,2,52,1089902,1008420034,Hudson Yards-Chelsea-Flatiron-Union Square                                 
30Q501,Frank Sinatra School of the Arts High School,Q,"35-12 35th Avenue, Astoria NY 11106(40.756099, -73.925182)",718-361-9920,718-361-9995,cmarchetta@schools.nyc.gov,franksinatraschoolofthearts.org,"M, R to Steinway St; N, Q to 36 Ave-Washington Ave","Q101, Q102, Q104, Q66",849,7:50am,2:40pm,35-12 35th Avenue,Astoria,11106,NY,QUEENS   ,40.756099,-73.925182,1,26,57,4009594,4006390016,Astoria                                                                    
02M412,N.Y.C. Lab School for Collaborative Studies,M,"333 West 17th Street, Manhattan NY 10011(40.742512, -74.002222)",212-691-6119,212-691-2147,BJackso8@schools.nyc.gov,nyclabschool.org,"1 to 18th St; 2, 3, F, M to 14th St; A, C, E, L to 14th St-8th Ave","M11, M12, M14A, M14D, M20, M23, M5, M7, X1, X10, X10B, X12, X17, X27, X28",531,8am,2:50pm,333 West 17th Street,Manhattan,10011,NY,MANHATTAN,40.742512,-74.002222,4,3,83,1079152,1007410010,Hudson Yards-Chelsea-Flatiron-Union Square                                 
06M423,High School for Excellence and Innovation,M,"650 Academy Street, Manhattan NY 10034(40.865556, -73.925464)",212-569-1022,212-569-1190,hs.excellenceinnovation@gmail.com,schools.nyc.gov/SchoolPortals/06/M423,1 to Dyckman St; A to Dyckman St-200th St,"Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M3, M4",221,8:45am,3:10pm,650 Academy Street,Manhattan,10034,NY,MANHATTAN,40.865556,-73.925464,12,10,291,1076776,1022330020,Marble Hill-Inwood                                                         
02M303,"Facing History School, The",M,"525 West 50th Street, Manhattan NY 10019(40.765474, -73.9927)",212-757-2680,212-757-2156,dana@facinghistoryschool.org,facinghistoryschool.org,"C, E to 50th St","M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, X12, X14, X30, X42",431,8:40am,3pm,525 West 50th Street,Manhattan,10019,NY,MANHATTAN,9 40.7654,", -73.9927 ",4,3,135,1083802,1010790029,Clinton                                                                    
07X522,Bronx Design and Construction Academy,X,"333 East 151st Street, Bronx NY 10451(40.818645, -73.919949)",718-402-7690,718-402-4216,acrowe@bxdca.org,schools.nyc.gov/SchoolPortals/07/X522,"2, 5 to 3rd Ave-149th St; 4 to 149th St-Grand Concourse","Bx1, Bx13, Bx15, Bx17, Bx19, Bx2, Bx21, Bx32, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6, BxM4",561,8am,3pm,333 East 151st Street,Bronx,10451,NY,BRONX    ,40.818645,-73.919949,1,17,67,2001874,2024110022,Melrose South-Mott Haven North                                             
02M294,Essex Street Academy,M,"350 Grand Street, Manhattan NY 10002(40.717329, -73.989329)",212-475-4773,212-674-2058,meghan@essexstreetacademy.org,essexstreetacademy.org,"B, D to Grand St; F, J, M, Z to Delancey St-Essex St","B39, M103, M14A, M14D, M15, M15-SBS, M21, M22, M9",352,9:25am,4:10pm,350 Grand Street,Manhattan,10002,NY,MANHATTAN,40.717329,-73.989329,3,1,18,1005283,1004080030,Chinatown                                                                  
24Q455,Newtown High School,Q,"48-01 90th Street, Elmhurst NY 11373(40.740824, -73.874129)",718-595-8400,718-699-8584,77Q455@schools.nyc.gov,newtownhighschool.org,"M, R to Grand Ave-Newtown","Q29, Q38, Q53, Q58, Q59, Q60, Q72, Q88, QM10, QM11, QM40",1892,8am,3:30pm,48-01 90th Street,Elmhurst,11373,NY,QUEENS   ,40.740824,-73.874129,4,25,461,4045629,4018490001,Elmhurst                                                                   
02M449,Vanguard High School,M,"317 East 67th Street, Manhattan NY 10065(40.765638, -73.959777)",212-517-5175,212-517-5334,admissions@vhsnyc.org,vanguardnyc.net,"4, 5, N, Q, R to Lexington Ave-59 St; 6 to 68th St - Hunter College; F to Lexington Ave-63 St","BxM1, BxM10, BxM11, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M57, M66, M72, M98, Q101, Q32, Q60, QM2, QM20, QM3",459,8:40am,3:10pm,317 East 67th Street,Manhattan,10065,NY,MANHATTAN,40.765638,-73.959777,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island                                                
21K337,International High School at Lafayette,K,"2630 Benson Avenue, Brooklyn NY 11214(40.593028, -73.986313)",718-333-7860,718-333-7861,jharrim@schools.nyc.gov,schools.nyc.gov/SchoolPortals/21/K337,D to 25th Ave; N to Ave U; N to Gravesend-86th St,"B1, B3, B4, B6, B64, B82, X28, X38",367,9:15am,4pm,2630 Benson Avenue,Brooklyn,11214,NY,BROOKLYN ,40.593028,-73.986313,13,47,306,3186454,3068830001,Gravesend                                                                  
23K644,Eagle Academy for Young Men II,K,"1137 Herkimer Street, Brooklyn NY 11233(40.678124, -73.915106)",718-495-0863,718-732-2129,eagleoceanhill@gmail.com,schools.nyc.gov/SchoolPortals/23/K644,"A, L, Z to Broadway Junction; C to Rockaway Ave; J to Chauncey St","B12, B20, B25, B45, B47, B60, B65, B7, Q24",626,8:45am,3pm,1137 Herkimer Street,Brooklyn,11233,NY,BROOKLYN ,40.678124,-73.915106,16,41,301,3042157,3015500001,Ocean Hill                                                                 
13K483,The Urban Assembly School for Law and Justice,K,"283 Adams Street, Brooklyn NY 11201(40.694629, -73.988323)",718-858-1160,718-858-4733,mharris@sljhs.org OR smelo@sljhs.org,sljhs.org,"2, 3, 4, 5 to Court St-Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn","B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67, B69",460,8:40am,3:30pm,283 Adams Street,Brooklyn,11201,NY,BROOKLYN ,40.694629,-73.988323,2,33,11,3331741,3001400010,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
25Q263,Flushing International High School,Q,"144-80 Barclay Avenue, Flushing NY 11355(40.759963, -73.818399)",718-463-2348,718-463-3514,yortiz-gavilanes@schools.nyc.gov,flushinginternational.org,7 to Flushing-Main St,"Q12, Q13, Q15, Q15A, Q16, Q17, Q25, Q26, Q27, Q28, Q34, Q48, Q65, QM3",454,8:40am,3:30pm,144-80 Barclay Avenue,Flushing,11355,NY,QUEENS   ,40.759963,-73.818399,7,20,863,4114763,4050510027,Murray Hill                                                                
28Q440,Forest Hills High School,Q,"67-01 110th Street, Forest Hills NY 11375(40.730017, -73.843972)",718-268-3137,718-793-7850,www.foresthillshs.org/apps/contact,foresthillshs.org,"M, R to 67th Ave","Q23, Q38, Q60, Q64, QM10, QM11, QM12, QM18, QM4, QM40, QM42, QM44",3903,9:00am,3:30pm,67-01 110th Street,Forest Hills,11375,NY,QUEENS   ,40.730017,-73.843972,6,29,747,4052143,4021890002,Forest Hills                                                               
02M542,Manhattan Bridges High School,M,"525 West 50th Street, Manhattan NY 10019(40.765474, -73.9927)",212-757-5274,646-557-3926,MSMedina@ManhattanBridgesHS.org,schools.nyc.gov/SchoolPortals/02/M542,"C, E to 50th St","M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, X12, X14, X30, X42",525,8:45am,3:45pm,525 West 50th Street,Manhattan,10019,NY,MANHATTAN,9 40.7654,", -73.9927 ",4,3,135,1083802,1010790029,Clinton                                                                    
26Q495,Bayside High School,Q,"32-24 Corporal Kennedy Street, Bayside NY 11361(40.771398, -73.781041)",718-229-7600,718-423-9566,info@baysidehighschool.org,baysidehighschool.org,N/A,"Q13, Q28, Q31, Q76, QM20",3181,8am,3:40pm,32-24 Corporal Kennedy Street,Bayside,11361,NY,QUEENS   ,40.771398,-73.781041,11,19,1097,4134578,4060440001,Bayside-Bayside Hills                                                      
01M696,Bard High School Early College,M,"525 East Houston Street, Manhattan NY 10002(40.718276, -73.976093)",212-995-8479,212-777-4702,apply@bhsec.bard.edu,bard.edu/earlycollege,N/A,"M14A, M14D, M21, M22, M8, M9, X37, X38",548,9am,3:50pm,525 East Houston Street,Manhattan,10002,NY,MANHATTAN,40.718276,-73.976093,3,2,1002,1004062,1003250025,Lower East Side                                                            
27Q323,Scholars' Academy,Q,"320 Beach 104th Street, Rockaway Park NY 11694(40.584543, -73.825162)",718-474-6918,718-945-8958,hsadmissions@scholarsnyc.com,scholarsnyc.com,"A, S to Beach 105th St-Seaside","Q22, Q52, Q53, QM16",1351,8:45am,3:35pm,320 Beach 104th Street,Rockaway Park,11694,NY,QUEENS   ,40.584543,-73.825162,14,32,938,4303722,4161590012,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
03M859,Special Music School,M,"122 Amsterdam Avenue, Manhattan NY 10023(40.775256, -73.982976)",212-501-3318,212-501-3339,hsadmissions@specialmusicschool.org,kaufmanmusiccenter.org/sms,"1 to 66th St-Lincoln Center; 2, 3, B, C to 72nd St; A, D to 59th St-Columbus Circle","BxM2, M10, M104, M11, M20, M5, M57, M66, M7, M72",314,8am,2:20pm,122 Amsterdam Avenue,Manhattan,10023,NY,MANHATTAN,40.775256,-73.982976,7,6,151,1030343,1011570025,Lincoln Square                                                             
28Q328,High School for Community Leadership,Q,"167-01 Gothic Drive, Jamaica NY 11432(40.714551, -73.798658)",718-558-9801,718-558-9807,Cborrero@schools.nyc.gov,nychscl.org,F to 169th St,"Q1, Q17, Q2, Q25, Q3, Q30, Q31, Q34, Q36, Q43, Q6, Q65, Q76, Q77, Q8, X68",476,9am,3:45pm,167-01 Gothic Drive,Jamaica,11432,NY,QUEENS   ,40.714551,-73.798658,8,24,452,4448806,4098580100,Briarwood-Jamaica Hills                                                    
10X524,Crotona International High School,X,"2474 Crotona Avenue, Bronx NY 10458(40.855392, -73.882487)",718-561-8701,718-561-8707,crotona.ihs@gmail.com,crotonainternationalhs.org,N/A,"Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx22, Bx36, Bx9",341,8:30am,4:15pm,2474 Crotona Avenue,Bronx,10458,NY,BRONX    ,40.855392,-73.882487,6,15,393,2012887,2031040007,Belmont                                                                    
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),X,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",718-933-1247,718-933-1568,info@kappainternational.org,kappainternational.org,"B, D to Fordham Rd","Bx1, Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx38, Bx41, Bx41-SBS, Bx9, BxM4",473,8:15am,3:30pm,500 East Fordham Road,Bronx,10458,NY,BRONX    ,40.859466,-73.888625,6,15,387,2011810,2030590001,Belmont                                                                    
31R445,Port Richmond High School,R,"85 St. Josephs Avenue, Staten Island NY 10302(40.635562, -74.141924)",718-420-2100,718-981-6203,31R445@schools.nyc.gov,www.portrichmondhs.org,N/A,"S40, S44, S46, S53, S57, S59, S66, S89, S90, S94, S96, X10, X10B, X14",1583,8am,3pm,85 St. Josephs Avenue,Staten Island,10302,NY,STATEN IS,40.635562,-74.141924,1,49,213,5026076,5011210001,Port Richmond                                                              
20K445,New Utrecht High School,K,"1601 80th Street, Brooklyn NY 11214(40.613041, -74.002308)",718-232-2500,718-259-5526,MGoldfa3@schools.nyc.gov,NewUtrechthighschoolnyc.com,D to 79th St,"B1, B4, B64, B8, X28, X38",3661,8:20am,3:10pm,1601 80th Street,Brooklyn,11214,NY,BROOKLYN ,40.613041,-74.002308,11,43,182,3162711,3062710001,Bensonhurst West                                                           
17K524,International High School at Prospect Heights,K,"883 Classon Avenue, Brooklyn NY 11225(40.669805, -73.960689)",718-230-6333,718-230-6322,ndecastro@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k524,"2, 3, 4, 5 to Franklin Ave; B, Q to Prospect Park; F to Park Place; S to Botanic Garden","B16, B41, B43, B44-SBS, B45, B48, B49, B69",420,8:30am,3:15pm,883 Classon Avenue,Brooklyn,11225,NY,BROOKLYN ,40.669805,-73.960689,9,35,213,3029686,3011870001,Crown Heights South                                                        
24Q236,International High School for Health Sciences,Q,"48-01 90th Street, Elmhurst NY 11373(40.740824, -73.874129)",718-595-8600,718-595-8605,cfinney2@schools.nyc.gov,ihshealthsciences.org,"M, R to Grand Ave-Newtown","Q29, Q38, Q53, Q58, Q72",310,8:30am,3:30pm,48-01 90th Street,Elmhurst,11373,NY,QUEENS   ,40.740824,-73.874129,4,25,461,4045629,4018490001,Elmhurst                                                                   
24Q600,Queens Vocational and Technical High School,Q,"37-02 47th Avenue, Long Island City NY 11101(40.741658, -73.927995)",718-937-3010,718-392-8397,admin@queensvoc.org,queensvoc.org,7 to 40th St,"B24, Q32, Q39, Q60, Q67",1544,8:30am,4:30pm,37-02 47th Avenue,Long Island City,11101,NY,QUEENS   ,40.741658,-73.927995,2,26,189,4003259,4002280020,Hunters Point-Sunnyside-West Maspeth                                       
17K122,Pathways in Technology Early College High School (P-TECH),K,"150 Albany Avenue, Brooklyn NY 11213(40.675905, -73.939282)",718-221-1593,718-221-1781,ptechnyc@schools.nyc.gov,ptechnyc.org,3 to Kingston Ave; A to Utica Ave; C to Kingston-Throop,"B15, B25, B26, B43, B44, B45, B46, B65",573,8:15am,4:30pm,150 Albany Avenue,Brooklyn,11213,NY,BROOKLYN ,40.675905,-73.939282,8,36,311,3030553,3012160046,Crown Heights North                                                        
02M600,The High School of Fashion Industries,M,"225 West 24th Street, Manhattan NY 10011(40.745677, -73.996354)",212-255-1235,212-255-4756,dsilva3@schools.nyc.gov,fashionhighschool.net,"1, C, E, F, M to 23rd St; 2, 3 to 34th St - Penn Station; A, L to 14th St-8th Ave; B, D, Q to 34th St-Herald Square; N, R to 28th St","BM1, BM2, BM3, BM4, BxM11, BxM18, BxM2, BxM3, BxM4, M1, M11, M12, M14A, M14D, M2, M20, M23, M3, M34A-SBS, M34-SBS, M4, M5, M7, Q32, X1, X10, X10B, X12, X14, X17, X17J, X22, X22A, X27, X28, X31, X42, X63, X64, X68, X7, X9",1671,8:10am,3:37pm,225 West 24th Street,Manhattan,10011,NY,MANHATTAN,40.745677,-73.996354,4,3,91,1014174,1007740019,Hudson Yards-Chelsea-Flatiron-Union Square                                 
11X513,New World High School,X,"921 East 228th Street, Bronx NY 10466(40.888242, -73.852714)",718-696-3800,718-696-3801,fsalazar@schools.nyc.gov,newworldhighschool.com,"2, 5 to 225th St","Bx31, Bx39, Bx8, BxM11",400,7:55am,3pm,921 East 228th Street,Bronx,10466,NY,BRONX    ,40.888242,-73.852714,12,12,404,2064589,2048640035,Williamsbridge-Olinville                                                   
28Q620,Thomas A. Edison Career and Technical Education High School,Q,"165-65 84th Avenue, Jamaica NY 11432(40.716071, -73.799692)",718-297-6580,718-658-0365,28Q620@schools.nyc.gov,taehs.org,F to 169th St,"Q1, Q17, Q2, Q25, Q3, Q30, Q31, Q34, Q36, Q43, Q46, Q65, Q76, Q77, QM1, QM31, QM35, QM36, QM5, QM6, QM7, QM8, X68",2090,8:00am,3:30pm,165-65 84th Avenue,Jamaica,11432,NY,QUEENS   ,40.716071,-73.799692,8,24,452,4211027,4098670002,Briarwood-Jamaica Hills                                                    
26Q415,Benjamin N. Cardozo High School,Q,"57-00 223rd Street, Bayside NY 11364(40.752343, -73.757271)",718-279-6500,718-631-7880,Mcolby@schools.nyc.gov,cardozohigh.com,N/A,"Q27, Q30, QM35, QM5, QM8",3744,9am,3pm,57-00 223rd Street,Bayside,11364,NY,,40.752343,-73.757271,,,,,,
